Protein,Protein ID,Control,Treatment,Difference
sp|P40763-2|STAT3_HUMAN,P40763-2,0,8,8
sp|P41223-2|BUD31_HUMAN,P41223-2,0,8,8
sp|P51114-2|FXR1_HUMAN,P51114-2,0,8,8
sp|P51610-2|HCFC1_HUMAN,P51610-2,0,8,8
sp|P53990-2|IST1_HUMAN,P53990-2,0,8,8
sp|P62318-2|SMD3_HUMAN,P62318-2,0,8,8
sp|P62995-3|TRA2B_HUMAN,P62995-3,0,8,8
sp|P63092-2|GNAS2_HUMAN,P63092-2,0,8,8
sp|Q02809-2|PLOD1_HUMAN,Q02809-2,0,8,8
sp|Q08209-2|PP2BA_HUMAN,Q08209-2,0,8,8
sp|Q12765-2|SCRN1_HUMAN,Q12765-2,0,8,8
sp|Q14116-2|IL18_HUMAN,Q14116-2,0,8,8
sp|Q14677-2|EPN4_HUMAN,Q14677-2,0,8,8
sp|Q15070-2|OXA1L_HUMAN,Q15070-2,0,8,8
sp|Q16630-2|CPSF6_HUMAN,Q16630-2,0,8,8
sp|Q3ZCQ8-2|TIM50_HUMAN,Q3ZCQ8-2,0,8,8
sp|Q6YHK3-4|CD109_HUMAN,Q6YHK3-4,0,8,8
sp|Q8IX12-2|CCAR1_HUMAN,Q8IX12-2,0,8,8
sp|Q8N8S7-2|ENAH_HUMAN,Q8N8S7-2,0,8,8
sp|Q8TBC4-2|UBA3_HUMAN,Q8TBC4-2,0,8,8
sp|Q96A33-2|CCD47_HUMAN,Q96A33-2,0,8,8
sp|Q99733-2|NP1L4_HUMAN,Q99733-2,0,8,8
sp|Q9BSJ8-2|ESYT1_HUMAN,Q9BSJ8-2,0,8,8
sp|Q9H074-2|PAIP1_HUMAN,Q9H074-2,0,8,8
sp|Q9H3U1-2|UN45A_HUMAN,Q9H3U1-2,0,8,8
sp|Q9HCC0-2|MCCB_HUMAN,Q9HCC0-2,0,8,8
sp|Q9NYK5-2|RM39_HUMAN,Q9NYK5-2,0,8,8
sp|Q9UMY4-2|SNX12_HUMAN,Q9UMY4-2,0,8,8
sp|Q9Y2X7-3|GIT1_HUMAN,Q9Y2X7-3,0,8,8
tr|A0A1B0GW68|A0A1B0GW68_HUMAN,A0A1B0GW68,0,8,8
tr|B4DLN1|B4DLN1_HUMAN,B4DLN1,0,8,8
sp|O15067|PUR4_HUMAN,O15067,11,18,7
sp|P05198|IF2A_HUMAN,P05198,14,21,7
sp|P06396|GELS_HUMAN,P06396,7,14,7
sp|P07195|LDHB_HUMAN,P07195,38,45,7
sp|P07384|CAN1_HUMAN,P07384,3,10,7
sp|P08758|ANXA5_HUMAN,P08758,35,42,7
sp|P09601|HMOX1_HUMAN,P09601,13,20,7
sp|P31153|METK2_HUMAN,P31153,14,21,7
sp|P40939|ECHA_HUMAN,P40939,19,26,7
sp|P42224|STAT1_HUMAN,P42224,14,21,7
sp|P46783|RS10_HUMAN,P46783,25,32,7
sp|P47712|PA24A_HUMAN,P47712,6,13,7
sp|P51149|RAB7A_HUMAN,P51149,8,15,7
sp|P51812|KS6A3_HUMAN,P51812,6,13,7
sp|P61221|ABCE1_HUMAN,P61221,6,13,7
sp|P62241|RS8_HUMAN,P62241,17,24,7
sp|Q07020|RL18_HUMAN,Q07020,12,19,7
sp|Q99615|DNJC7_HUMAN,Q99615,18,25,7
sp|Q9BYT8|NEUL_HUMAN,Q9BYT8,10,17,7
sp|Q9H0H5|RGAP1_HUMAN,Q9H0H5,2,9,7
sp|Q9NSE4|SYIM_HUMAN,Q9NSE4,2,9,7
sp|Q9P2J5|SYLC_HUMAN,Q9P2J5,8,15,7
sp|Q9UNM6|PSD13_HUMAN,Q9UNM6,16,23,7
sp|A6NGU5|GGT3_HUMAN,A6NGU5,0,7,7
sp|O00291-3|HIP1_HUMAN,O00291-3,0,7,7
sp|O00560-2|SDCB1_HUMAN,O00560-2,0,7,7
sp|O15042-2|SR140_HUMAN,O15042-2,0,7,7
sp|O75400-2|PR40A_HUMAN,O75400-2,0,7,7
sp|O75410-2|TACC1_HUMAN,O75410-2,0,7,7
sp|O75746|CMC1_HUMAN,O75746,0,7,7
sp|O94979-10|SC31A_HUMAN,O94979-10,0,7,7
sp|P04179-2|SODM_HUMAN,P04179-2,0,7,7
sp|P0DMM9-3|ST1A3_HUMAN,P0DMM9-3,0,7,7
sp|P0DN76|U2AF5_HUMAN,P0DN76,0,7,7
sp|P11388-2|TOP2A_HUMAN,P11388-2,0,7,7
sp|P27216-2|ANX13_HUMAN,P27216-2,0,7,7
sp|P30419-2|NMT1_HUMAN,P30419-2,0,7,7
sp|P33240-2|CSTF2_HUMAN,P33240-2,0,7,7
sp|P36543-2|VATE1_HUMAN,P36543-2,0,7,7
sp|P43304-2|GPDM_HUMAN,P43304-2,0,7,7
sp|P46087-2|NOP2_HUMAN,P46087-2,0,7,7
sp|P46379-2|BAG6_HUMAN,P46379-2,0,7,7
sp|P48059-2|LIMS1_HUMAN,P48059-2,0,7,7
sp|P49589-3|SYCC_HUMAN,P49589-3,0,7,7
sp|P52306-4|GDS1_HUMAN,P52306-4,0,7,7
sp|P54886-2|P5CS_HUMAN,P54886-2,0,7,7
sp|P55735-2|SEC13_HUMAN,P55735-2,0,7,7
sp|Q00653-4|NFKB2_HUMAN,Q00653-4,0,7,7
sp|Q01844-3|EWS_HUMAN,Q01844-3,0,7,7
sp|Q13057-2|COASY_HUMAN,Q13057-2,0,7,7
sp|Q13505-3|MTX1_HUMAN,Q13505-3,0,7,7
sp|Q14244-3|MAP7_HUMAN,Q14244-3,0,7,7
sp|Q14671-2|PUM1_HUMAN,Q14671-2,0,7,7
sp|Q14790-2|CASP8_HUMAN,Q14790-2,0,7,7
sp|Q15165-1|PON2_HUMAN,Q15165-1,0,7,7
sp|Q15370-2|ELOB_HUMAN,Q15370-2,0,7,7
sp|Q5JRA6-2|TGO1_HUMAN,Q5JRA6-2,0,7,7
sp|Q5T8D3-2|ACBD5_HUMAN,Q5T8D3-2,0,7,7
sp|Q7L576|CYFP1_HUMAN,Q7L576,0,7,7
sp|Q8ND56-2|LS14A_HUMAN,Q8ND56-2,0,7,7
sp|Q92688-2|AN32B_HUMAN,Q92688-2,0,7,7
sp|Q9BTW9|TBCD_HUMAN,Q9BTW9,0,7,7
sp|Q9H2U2-2|IPYR2_HUMAN,Q9H2U2-2,0,7,7
sp|Q9NQW7-3|XPP1_HUMAN,Q9NQW7-3,0,7,7
sp|Q9NYU2-2|UGGG1_HUMAN,Q9NYU2-2,0,7,7
sp|Q9UGV2-2|NDRG3_HUMAN,Q9UGV2-2,0,7,7
sp|Q9UKX7-2|NUP50_HUMAN,Q9UKX7-2,0,7,7
sp|Q9UPQ0-10|LIMC1_HUMAN,Q9UPQ0-10,0,7,7
sp|Q9Y237-2|PIN4_HUMAN,Q9Y237-2,0,7,7
sp|Q9Y5S9-2|RBM8A_HUMAN,Q9Y5S9-2,0,7,7
sp|Q9Y6M7-13|S4A7_HUMAN,Q9Y6M7-13,0,7,7
sp|O14818|PSA7_HUMAN,O14818,17,23,6
sp|O15344|TRI18_HUMAN,O15344,3,9,6
sp|O60749|SNX2_HUMAN,O60749,11,17,6
sp|O95373|IPO7_HUMAN,O95373,6,12,6
sp|P02786|TFR1_HUMAN,P02786,12,18,6
sp|P09874|PARP1_HUMAN,P09874,9,15,6
sp|P15880|RS2_HUMAN,P15880,15,21,6
sp|P20700|LMNB1_HUMAN,P20700,13,19,6
sp|P23921|RIR1_HUMAN,P23921,3,9,6
sp|P26447|S10A4_HUMAN,P26447,22,28,6
sp|P41250|GARS_HUMAN,P41250,9,15,6
sp|P42704|LPPRC_HUMAN,P42704,56,62,6
sp|P45973|CBX5_HUMAN,P45973,3,9,6
sp|P50579|MAP2_HUMAN,P50579,6,12,6
sp|P51659|DHB4_HUMAN,P51659,14,20,6
sp|P62495|ERF1_HUMAN,P62495,6,12,6
sp|P63244|RACK1_HUMAN,P63244,26,32,6
sp|Q02543|RL18A_HUMAN,Q02543,15,21,6
sp|Q13867|BLMH_HUMAN,Q13867,4,10,6
sp|Q15046|SYK_HUMAN,Q15046,15,21,6
sp|Q15233|NONO_HUMAN,Q15233,30,36,6
sp|Q16658|FSCN1_HUMAN,Q16658,16,22,6
sp|Q96KP4|CNDP2_HUMAN,Q96KP4,10,16,6
sp|Q9NY33|DPP3_HUMAN,Q9NY33,8,14,6
sp|Q9UPN3|MACF1_HUMAN,Q9UPN3,2,8,6
sp|Q9Y383|LC7L2_HUMAN,Q9Y383,13,19,6
sp|Q9Y4X5|ARI1_HUMAN,Q9Y4X5,3,9,6
sp|O75367-2|H2AY_HUMAN,O75367-2,0,6,6
sp|O75521-2|ECI2_HUMAN,O75521-2,0,6,6
sp|O95758-2|PTBP3_HUMAN,O95758-2,0,6,6
sp|O96005-4|CLPT1_HUMAN,O96005-4,0,6,6
sp|P05976-2|MYL1_HUMAN,P05976-2,0,6,6
sp|P06730-2|IF4E_HUMAN,P06730-2,0,6,6
sp|P09417-2|DHPR_HUMAN,P09417-2,0,6,6
sp|P11387|TOP1_HUMAN,P11387,0,6,6
sp|P13987-2|CD59_HUMAN,P13987-2,0,6,6
sp|P16144-2|ITB4_HUMAN,P16144-2,0,6,6
sp|P17480-2|UBF1_HUMAN,P17480-2,0,6,6
sp|P22692-2|IBP4_HUMAN,P22692-2,0,6,6
sp|P39656-3|OST48_HUMAN,P39656-3,0,6,6
sp|P46459-2|NSF_HUMAN,P46459-2,0,6,6
sp|P46976-2|GLYG_HUMAN,P46976-2,0,6,6
sp|P49790-3|NU153_HUMAN,P49790-3,0,6,6
sp|P49821-2|NDUV1_HUMAN,P49821-2,0,6,6
sp|P51398-2|RT29_HUMAN,P51398-2,0,6,6
sp|P52948-5|NUP98_HUMAN,P52948-5,0,6,6
sp|P56545-2|CTBP2_HUMAN,P56545-2,0,6,6
sp|P62899-2|RL31_HUMAN,P62899-2,0,6,6
sp|P84022-2|SMAD3_HUMAN,P84022-2,0,6,6
sp|P98175-2|RBM10_HUMAN,P98175-2,0,6,6
sp|Q02241-2|KIF23_HUMAN,Q02241-2,0,6,6
sp|Q05397-2|FAK1_HUMAN,Q05397-2,0,6,6
sp|Q06124-2|PTN11_HUMAN,Q06124-2,0,6,6
sp|Q07666-2|KHDR1_HUMAN,Q07666-2,0,6,6
sp|Q13045-2|FLII_HUMAN,Q13045-2,0,6,6
sp|Q13243-3|SRSF5_HUMAN,Q13243-3,0,6,6
sp|Q13409-2|DC1I2_HUMAN,Q13409-2,0,6,6
sp|Q13557-10|KCC2D_HUMAN,Q13557-10,0,6,6
sp|Q14738-2|2A5D_HUMAN,Q14738-2,0,6,6
sp|Q15435-2|PP1R7_HUMAN,Q15435-2,0,6,6
sp|Q15813-2|TBCE_HUMAN,Q15813-2,0,6,6
sp|Q16718-2|NDUA5_HUMAN,Q16718-2,0,6,6
sp|Q5JRX3-2|PREP_HUMAN,Q5JRX3-2,0,6,6
sp|Q5JTJ3-2|COA6_HUMAN,Q5JTJ3-2,0,6,6
sp|Q6P996-4|PDXD1_HUMAN,Q6P996-4,0,6,6
sp|Q7L014|DDX46_HUMAN,Q7L014,0,6,6
sp|Q7Z4H3-2|HDDC2_HUMAN,Q7Z4H3-2,0,6,6
sp|Q86X76-2|NIT1_HUMAN,Q86X76-2,0,6,6
sp|Q8IXM2-3|BAP18_HUMAN,Q8IXM2-3,0,6,6
sp|Q8IZP0-10|ABI1_HUMAN,Q8IZP0-10,0,6,6
sp|Q8N392-2|RHG18_HUMAN,Q8N392-2,0,6,6
sp|Q8NCW5-2|NNRE_HUMAN,Q8NCW5-2,0,6,6
sp|Q8NFH5-2|NUP35_HUMAN,Q8NFH5-2,0,6,6
sp|Q92783-2|STAM1_HUMAN,Q92783-2,0,6,6
sp|Q969Z0|FAKD4_HUMAN,Q969Z0,0,6,6
sp|Q96A72|MGN2_HUMAN,Q96A72,0,6,6
sp|Q96FV2-2|SCRN2_HUMAN,Q96FV2-2,0,6,6
sp|Q96PC5-10|MIA2_HUMAN,Q96PC5-10,0,6,6
sp|Q96PD2-2|DCBD2_HUMAN,Q96PD2-2,0,6,6
sp|Q9BRP8-2|PYM1_HUMAN,Q9BRP8-2,0,6,6
sp|Q9BUP3-3|HTAI2_HUMAN,Q9BUP3-3,0,6,6
sp|Q9H2G2-2|SLK_HUMAN,Q9H2G2-2,0,6,6
sp|Q9H6S3-3|ES8L2_HUMAN,Q9H6S3-3,0,6,6
sp|Q9H8Y8-3|GORS2_HUMAN,Q9H8Y8-3,0,6,6
sp|Q9P0K7-2|RAI14_HUMAN,Q9P0K7-2,0,6,6
sp|Q9P2R3-2|ANFY1_HUMAN,Q9P2R3-2,0,6,6
sp|Q9P2T1-2|GMPR2_HUMAN,Q9P2T1-2,0,6,6
sp|Q9UG63-2|ABCF2_HUMAN,Q9UG63-2,0,6,6
sp|Q9UK76-2|JUPI1_HUMAN,Q9UK76-2,0,6,6
sp|Q9Y263|PLAP_HUMAN,Q9Y263,0,6,6
sp|Q9Y446-2|PKP3_HUMAN,Q9Y446-2,0,6,6
sp|Q9Y4B5-2|MTCL1_HUMAN,Q9Y4B5-2,0,6,6
sp|Q9Y6Y8-2|S23IP_HUMAN,Q9Y6Y8-2,0,6,6
sp|O43776|SYNC_HUMAN,O43776,18,23,5
sp|P08621|RU17_HUMAN,P08621,17,22,5
sp|P0C0S8|H2A1_HUMAN,P0C0S8,33,38,5
sp|P11172|UMPS_HUMAN,P11172,6,11,5
sp|P12955|PEPD_HUMAN,P12955,7,12,5
sp|P13798|ACPH_HUMAN,P13798,6,11,5
sp|P18077|RL35A_HUMAN,P18077,6,11,5
sp|P19338|NUCL_HUMAN,P19338,49,54,5
sp|P30086|PEBP1_HUMAN,P30086,22,27,5
sp|P36578|RL4_HUMAN,P36578,31,36,5
sp|P37268|FDFT_HUMAN,P37268,2,7,5
sp|P41091|IF2G_HUMAN,P41091,18,23,5
sp|P43490|NAMPT_HUMAN,P43490,28,33,5
sp|P45880|VDAC2_HUMAN,P45880,13,18,5
sp|P46778|RL21_HUMAN,P46778,8,13,5
sp|P46779|RL28_HUMAN,P46779,7,12,5
sp|P48163|MAOX_HUMAN,P48163,14,19,5
sp|P48444|COPD_HUMAN,P48444,9,14,5
sp|P49588|SYAC_HUMAN,P49588,45,50,5
sp|P50453|SPB9_HUMAN,P50453,4,9,5
sp|P50914|RL14_HUMAN,P50914,10,15,5
sp|P61353|RL27_HUMAN,P61353,8,13,5
sp|P62805|H4_HUMAN,P62805,49,54,5
sp|P62857|RS28_HUMAN,P62857,12,17,5
sp|P63261|ACTG_HUMAN,P63261,8,13,5
sp|Q02790|FKBP4_HUMAN,Q02790,27,32,5
sp|Q04446|GLGB_HUMAN,Q04446,3,8,5
sp|Q05639|EF1A2_HUMAN,Q05639,5,10,5
sp|Q07021|C1QBP_HUMAN,Q07021,8,13,5
sp|Q16531|DDB1_HUMAN,Q16531,6,11,5
sp|Q1KMD3|HNRL2_HUMAN,Q1KMD3,4,9,5
sp|Q53H82|LACB2_HUMAN,Q53H82,15,20,5
sp|Q96HS1|PGAM5_HUMAN,Q96HS1,4,9,5
sp|Q9BXJ9|NAA15_HUMAN,Q9BXJ9,5,10,5
sp|Q9H4A4|AMPB_HUMAN,Q9H4A4,18,23,5
sp|Q9H4M9|EHD1_HUMAN,Q9H4M9,21,26,5
sp|Q9NSD9|SYFB_HUMAN,Q9NSD9,5,10,5
sp|Q9P258|RCC2_HUMAN,Q9P258,12,17,5
sp|Q9UBT2|SAE2_HUMAN,Q9UBT2,17,22,5
sp|Q9UIA9|XPO7_HUMAN,Q9UIA9,3,8,5
sp|Q9UJA5|TRM6_HUMAN,Q9UJA5,3,8,5
sp|Q9UKD2|MRT4_HUMAN,Q9UKD2,4,9,5
sp|Q9Y2S7|PDIP2_HUMAN,Q9Y2S7,5,10,5
sp|Q9Y3E7|CHMP3_HUMAN,Q9Y3E7,1,6,5
sp|Q92887|MRP2_HUMAN,Q92887,1,6,5
sp|O00204-2|ST2B1_HUMAN,O00204-2,0,5,5
sp|O00767|ACOD_HUMAN,O00767,0,5,5
sp|O15027-2|SC16A_HUMAN,O15027-2,0,5,5
sp|O15231-3|ZN185_HUMAN,O15231-3,0,5,5
sp|O15294-3|OGT1_HUMAN,O15294-3,0,5,5
sp|O15446-2|RPA34_HUMAN,O15446-2,0,5,5
sp|O43491-3|E41L2_HUMAN,O43491-3,0,5,5
sp|O43670-2|ZN207_HUMAN,O43670-2,0,5,5
sp|O43847-2|NRDC_HUMAN,O43847-2,0,5,5
sp|O75569-2|PRKRA_HUMAN,O75569-2,0,5,5
sp|O76021|RL1D1_HUMAN,O76021,0,5,5
sp|O94973-2|AP2A2_HUMAN,O94973-2,0,5,5
sp|O95168-2|NDUB4_HUMAN,O95168-2,0,5,5
sp|O95197-3|RTN3_HUMAN,O95197-3,0,5,5
sp|O95340-2|PAPS2_HUMAN,O95340-2,0,5,5
sp|O95361|TRI16_HUMAN,O95361,0,5,5
sp|O95453-2|PARN_HUMAN,O95453-2,0,5,5
sp|O95861-4|BPNT1_HUMAN,O95861-4,0,5,5
sp|P04150-10|GCR_HUMAN,P04150-10,0,5,5
sp|P07948-2|LYN_HUMAN,P07948-2,0,5,5
sp|P08237-3|PFKAM_HUMAN,P08237-3,0,5,5
sp|P10619-2|PPGB_HUMAN,P10619-2,0,5,5
sp|P11234-2|RALB_HUMAN,P11234-2,0,5,5
sp|P14324-2|FPPS_HUMAN,P14324-2,0,5,5
sp|P15151-2|PVR_HUMAN,P15151-2,0,5,5
sp|P15586-2|GNS_HUMAN,P15586-2,0,5,5
sp|P18859-2|ATP5J_HUMAN,P18859-2,0,5,5
sp|P28340|DPOD1_HUMAN,P28340,0,5,5
sp|P29218-3|IMPA1_HUMAN,P29218-3,0,5,5
sp|P30519-2|HMOX2_HUMAN,P30519-2,0,5,5
sp|P32321-2|DCTD_HUMAN,P32321-2,0,5,5
sp|P42126-2|ECI1_HUMAN,P42126-2,0,5,5
sp|P42892-2|ECE1_HUMAN,P42892-2,0,5,5
sp|P43246-2|MSH2_HUMAN,P43246-2,0,5,5
sp|P45985-2|MP2K4_HUMAN,P45985-2,0,5,5
sp|P49902-2|5NTC_HUMAN,P49902-2,0,5,5
sp|P51452-2|DUS3_HUMAN,P51452-2,0,5,5
sp|P51690|ARSE_HUMAN,P51690,0,5,5
sp|P52594-2|AGFG1_HUMAN,P52594-2,0,5,5
sp|P53367-2|ARFP1_HUMAN,P53367-2,0,5,5
sp|P53611|PGTB2_HUMAN,P53611,0,5,5
sp|P56134-2|ATPK_HUMAN,P56134-2,0,5,5
sp|P56211-2|ARP19_HUMAN,P56211-2,0,5,5
sp|P59998-2|ARPC4_HUMAN,P59998-2,0,5,5
sp|P61006-2|RAB8A_HUMAN,P61006-2,0,5,5
sp|P62847-2|RS24_HUMAN,P62847-2,0,5,5
sp|P63151-2|2ABA_HUMAN,P63151-2,0,5,5
sp|Q05519-2|SRS11_HUMAN,Q05519-2,0,5,5
sp|Q13155-2|AIMP2_HUMAN,Q13155-2,0,5,5
sp|Q13642-1|FHL1_HUMAN,Q13642-1,0,5,5
sp|Q13907-2|IDI1_HUMAN,Q13907-2,0,5,5
sp|Q14160-3|SCRIB_HUMAN,Q14160-3,0,5,5
sp|Q15417-3|CNN3_HUMAN,Q15417-3,0,5,5
sp|Q52LJ0-2|FA98B_HUMAN,Q52LJ0-2,0,5,5
sp|Q6FI81-3|CPIN1_HUMAN,Q6FI81-3,0,5,5
sp|Q6P1L8|RM14_HUMAN,Q6P1L8,0,5,5
sp|Q6PIU2-2|NCEH1_HUMAN,Q6PIU2-2,0,5,5
sp|Q6Y7W6-3|GGYF2_HUMAN,Q6Y7W6-3,0,5,5
sp|Q7L2E3-2|DHX30_HUMAN,Q7L2E3-2,0,5,5
sp|Q86UK7-2|ZN598_HUMAN,Q86UK7-2,0,5,5
sp|Q86W92-2|LIPB1_HUMAN,Q86W92-2,0,5,5
sp|Q8TCT9-5|HM13_HUMAN,Q8TCT9-5,0,5,5
sp|Q8TEQ6|GEMI5_HUMAN,Q8TEQ6,0,5,5
sp|Q8WTV0-2|SCRB1_HUMAN,Q8WTV0-2,0,5,5
sp|Q8WWI1-3|LMO7_HUMAN,Q8WWI1-3,0,5,5
sp|Q92879-4|CELF1_HUMAN,Q92879-4,0,5,5
sp|Q92890-1|UFD1_HUMAN,Q92890-1,0,5,5
sp|Q969V3-2|NCLN_HUMAN,Q969V3-2,0,5,5
sp|Q96ER9-2|CCD51_HUMAN,Q96ER9-2,0,5,5
sp|Q96KB5-2|TOPK_HUMAN,Q96KB5-2,0,5,5
sp|Q9BPX3|CND3_HUMAN,Q9BPX3,0,5,5
sp|Q9BV36-2|MELPH_HUMAN,Q9BV36-2,0,5,5
sp|Q9BZZ5-2|API5_HUMAN,Q9BZZ5-2,0,5,5
sp|Q9H6Z4-2|RANB3_HUMAN,Q9H6Z4-2,0,5,5
sp|Q9H8S9|MOB1A_HUMAN,Q9H8S9,0,5,5
sp|Q9HCE1-2|MOV10_HUMAN,Q9HCE1-2,0,5,5
sp|Q9NY12-2|GAR1_HUMAN,Q9NY12-2,0,5,5
sp|Q9NZT2-2|OGFR_HUMAN,Q9NZT2-2,0,5,5
sp|Q9P287-3|BCCIP_HUMAN,Q9P287-3,0,5,5
sp|Q9UBQ0-2|VPS29_HUMAN,Q9UBQ0-2,0,5,5
sp|Q9UBQ5-2|EIF3K_HUMAN,Q9UBQ5-2,0,5,5
sp|Q9UBW8|CSN7A_HUMAN,Q9UBW8,0,5,5
sp|Q9UIQ6-2|LCAP_HUMAN,Q9UIQ6-2,0,5,5
sp|Q9UJS0-2|CMC2_HUMAN,Q9UJS0-2,0,5,5
sp|Q9ULD2-2|MTUS1_HUMAN,Q9ULD2-2,0,5,5
sp|Q9UNE7-2|CHIP_HUMAN,Q9UNE7-2,0,5,5
sp|Q9UNF1-2|MAGD2_HUMAN,Q9UNF1-2,0,5,5
sp|Q9Y223-2|GLCNE_HUMAN,Q9Y223-2,0,5,5
sp|Q9Y608-2|LRRF2_HUMAN,Q9Y608-2,0,5,5
sp|Q9Y639-1|NPTN_HUMAN,Q9Y639-1,0,5,5
sp|Q9Y6I3-1|EPN1_HUMAN,Q9Y6I3-1,0,5,5
sp|Q969G3-2|SMCE1_HUMAN,Q969G3-2,0,5,5
sp|O00148|DX39A_HUMAN,O00148,2,6,4
sp|O14744|ANM5_HUMAN,O14744,4,8,4
sp|O43617|TPPC3_HUMAN,O43617,4,8,4
sp|O75436|VP26A_HUMAN,O75436,2,6,4
sp|O75475|PSIP1_HUMAN,O75475,16,20,4
sp|O75934|SPF27_HUMAN,O75934,4,8,4
sp|O95573|ACSL3_HUMAN,O95573,11,15,4
sp|P04843|RPN1_HUMAN,P04843,16,20,4
sp|P06703|S10A6_HUMAN,P06703,18,22,4
sp|P07942|LAMB1_HUMAN,P07942,15,19,4
sp|P09960|LKHA4_HUMAN,P09960,25,29,4
sp|P0DMV8|HS71A_HUMAN,P0DMV8,47,51,4
sp|P22102|PUR2_HUMAN,P22102,9,13,4
sp|P28070|PSB4_HUMAN,P28070,2,6,4
sp|P28482|MK01_HUMAN,P28482,7,11,4
sp|P30740|ILEU_HUMAN,P30740,13,17,4
sp|P40222|TXLNA_HUMAN,P40222,3,7,4
sp|P46776|RL27A_HUMAN,P46776,4,8,4
sp|P49368|TCPG_HUMAN,P49368,40,44,4
sp|P49591|SYSC_HUMAN,P49591,4,8,4
sp|P50502|F10A1_HUMAN,P50502,13,17,4
sp|P50991|TCPD_HUMAN,P50991,33,37,4
sp|P53992|SC24C_HUMAN,P53992,7,11,4
sp|P60228|EIF3E_HUMAN,P60228,15,19,4
sp|P60900|PSA6_HUMAN,P60900,11,15,4
sp|P62841|RS15_HUMAN,P62841,5,9,4
sp|P62910|RL32_HUMAN,P62910,7,11,4
sp|P63173|RL38_HUMAN,P63173,12,16,4
sp|P68431|H31_HUMAN,P68431,13,17,4
sp|Q03252|LMNB2_HUMAN,Q03252,6,10,4
sp|Q13347|EIF3I_HUMAN,Q13347,10,14,4
sp|Q14126|DSG2_HUMAN,Q14126,4,8,4
sp|Q14258|TRI25_HUMAN,Q14258,4,8,4
sp|Q15436|SC23A_HUMAN,Q15436,7,11,4
sp|Q6IBS0|TWF2_HUMAN,Q6IBS0,5,9,4
sp|Q6PKG0|LARP1_HUMAN,Q6PKG0,5,9,4
sp|Q96RP9|EFGM_HUMAN,Q96RP9,2,6,4
sp|Q99426|TBCB_HUMAN,Q99426,13,17,4
sp|Q9BR76|COR1B_HUMAN,Q9BR76,5,9,4
sp|Q9BTT0|AN32E_HUMAN,Q9BTT0,3,7,4
sp|Q9GZS3|WDR61_HUMAN,Q9GZS3,3,7,4
sp|Q9NP72|RAB18_HUMAN,Q9NP72,2,6,4
sp|Q9UMS4|PRP19_HUMAN,Q9UMS4,11,15,4
sp|Q9Y3I0|RTCB_HUMAN,Q9Y3I0,18,22,4
sp|P47895|AL1A3_HUMAN,P47895,1,5,4
sp|P47989|XDH_HUMAN,P47989,1,5,4
sp|Q92615|LAR4B_HUMAN,Q92615,1,5,4
sp|P07305|H10_HUMAN,P07305,1,5,4
sp|C4AMC7|WASH3_HUMAN,C4AMC7,0,4,4
sp|O00186|STXB3_HUMAN,O00186,0,4,4
sp|O00499-10|BIN1_HUMAN,O00499-10,0,4,4
sp|O00541-2|PESC_HUMAN,O00541-2,0,4,4
sp|O00743-3|PPP6_HUMAN,O00743-3,0,4,4
sp|O15173-2|PGRC2_HUMAN,O15173-2,0,4,4
sp|O15226-2|NKRF_HUMAN,O15226-2,0,4,4
sp|O43592|XPOT_HUMAN,O43592,0,4,4
sp|O43660-2|PLRG1_HUMAN,O43660-2,0,4,4
sp|O43665-2|RGS10_HUMAN,O43665-2,0,4,4
sp|O43681|ASNA_HUMAN,O43681,0,4,4
sp|O43747-2|AP1G1_HUMAN,O43747-2,0,4,4
sp|O43760-2|SNG2_HUMAN,O43760-2,0,4,4
sp|O60502-4|OGA_HUMAN,O60502-4,0,4,4
sp|O60504-2|VINEX_HUMAN,O60504-2,0,4,4
sp|O60936-3|NOL3_HUMAN,O60936-3,0,4,4
sp|O75376-2|NCOR1_HUMAN,O75376-2,0,4,4
sp|O75792|RNH2A_HUMAN,O75792,0,4,4
sp|O94906-2|PRP6_HUMAN,O94906-2,0,4,4
sp|O95297-2|MPZL1_HUMAN,O95297-2,0,4,4
sp|P03928|ATP8_HUMAN,P03928,0,4,4
sp|P04062-2|GLCM_HUMAN,P04062-2,0,4,4
sp|P08962-2|CD63_HUMAN,P08962-2,0,4,4
sp|P11908-2|PRPS2_HUMAN,P11908-2,0,4,4
sp|P13611-2|CSPG2_HUMAN,P13611-2,0,4,4
sp|P13674-2|P4HA1_HUMAN,P13674-2,0,4,4
sp|P13995-2|MTDC_HUMAN,P13995-2,0,4,4
sp|P18754-2|RCC1_HUMAN,P18754-2,0,4,4
sp|P19525|E2AK2_HUMAN,P19525,0,4,4
sp|P25774-2|CATS_HUMAN,P25774-2,0,4,4
sp|P27361-2|MK03_HUMAN,P27361-2,0,4,4
sp|P30566-2|PUR8_HUMAN,P30566-2,0,4,4
sp|P35250-2|RFC2_HUMAN,P35250-2,0,4,4
sp|P36639-2|8ODP_HUMAN,P36639-2,0,4,4
sp|P36776-2|LONM_HUMAN,P36776-2,0,4,4
sp|P39880-2|CUX1_HUMAN,P39880-2,0,4,4
sp|P40121-2|CAPG_HUMAN,P40121-2,0,4,4
sp|P40937-2|RFC5_HUMAN,P40937-2,0,4,4
sp|P43307-2|SSRA_HUMAN,P43307-2,0,4,4
sp|P46937-2|YAP1_HUMAN,P46937-2,0,4,4
sp|P49023-2|PAXI_HUMAN,P49023-2,0,4,4
