Category,Term,ID,adj_pval,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,Genes
GO:MF,ribonucleotide binding,GO:0032553,1.38E-08,7.861420529,1936,465,91,20212,"ALK,RAP2A,ABCA1,KIFC1,GUF1,KIF1A,TOP2A,RAB8B,MYO6,MTHFS,AURKB,MCM7,NRK,MCM3,ARL15,MOV10,MCM4,DDX3Y,IGF1R,RAB32,KIF11,KIF4A,CDK1,MCM5,SMC4,OPA1,BCR,CDK6,MCM2,HKDC1,KIF2C,MCM6,NEK4,STK26,RAB2B,HELLS,ALPK2,ATAD1,RAB7A,UBE2C,STK33,RAB31,MCM9,PDE4B,MYO19,RAB3B,ACSF3,SPAG1,RAB9A,SAR1B,CDK2,RAB3D,UBE2S,ADCK1,PYGL,DAPK3,AURKA,SCYL2,UBE2T,TRNT1,PDK3,GPN1,STK25,RAB43,ABCB7,AFG1L,TTF2,ACLY,KIF22,ADK,SMC2,MYH1,ABL2,RAB3A,ATR,UBE2H,RAB2A,MYLK,PANK4,ULK1,TSR1,TRIO,ATP7B,AKT3,IDH3G,RAB24,RAB18,NOA1,PDK1,PRPS1,ACSL3"
GO:MF,small molecule binding,GO:0036094,7.53E-08,7.123168986,6357,465,211,20212,"PEG10,SLIT2,ANXA3,ALK,VAT1L,MGMT,BAG2,NRP2,RAP2A,ABCA1,TRIM9,KIFC1,PDE1C,FAT1,GUF1,KIF1A,CBS,TOP2A,FAT3,CPNE4,PLCB4,LTBP1,RAB8B,MYO6,MATN2,MTHFS,ZEB2,JAG1,AURKB,ACADM,VLDLR,MCM7,UTRN,DSG2,LIMD2,NRK,MSMO1,UHRF1,CETN3,MCM3,ARL15,PIR,MOV10,RNF5,MCM4,DDX3Y,PDP1,IGF1R,TRIM4,DYR,ACAD8,RAB32,MOXD1,KIF11,SNX18,KIF4A,PLS3,NUDT8,CDK1,RTN4,ADA,MCM5,SMC4,OPA1,BMP1,GALT,BCR,CDK6,MCM2,RCN2,ACADS,HKDC1,KIF2C,MALT1,ERAP2,MCM6,NEK4,STK26,CRYM,HINT1,DLK1,SYT1,EGLN3,LDLR,DUT,MACF1,RAB2B,HELLS,VDAC1,STX3,MANBA,ALPK2,G6PD,ATAD1,RAB7A,MKRN2,FGD6,P4HTM,UBE2C,FRAS1,CSRP2,STK33,RAB31,GSDMD,MMP15,VDAC2,MCM9,STIM1,PDE4B,MYO19,RAB3B,ACSF3,SPAG1,SYT17,RAB9A,SAR1B,CDK2,RAB3D,IDH3A,UBE2S,WDFY2,NPC2,EXTL2,WDFY3,IDH3B,SALL1,TES,ARAP3,UHRF2,CBL,FABP5,GSTM3,HTR5A,ADCK1,P4HA3,ACAD9,PYGL,DAPK3,AURKA,LOXL3,SCYL2,UBE2T,TRNT1,SYVN1,SUMF2,PDK3,TRIM2,ZHX2,GPN1,STK25,RAB43,TRIM5,SC5D,PGP,ABCB7,AFG1L,TTF2,CISD1,HMOX2,ACLY,BAZ1A,KIF22,ADK,ACOX1,SMC2,MYH1,ABL2,RAB3A,CSRP1,ETFA,ATR,UBE2H,RAB2A,CHP1,DHCR7,GRHPR,NPC1,COA6,HINT2,MYLK,CHMP3,ITSN1,PANK4,ULK1,NID1,MEX3D,TSR1,LETM1,HERC2,TRIO,FAHD1,ATP7B,AKT3,RSBN1,IDH3G,LPP,RAB24,TSPO,LIMA1,PLCB3,RAB18,ADAM9,ERO1A,NOA1,FSTL1,CALU,PDK1,RNF11,PRPS1,CBR4,ACSL3"
GO:MF,carbohydrate derivative binding,GO:0097367,2.36E-07,6.626731121,2304,465,99,20212,"SLIT2,ALK,NRP2,RAP2A,ABCA1,KIFC1,GUF1,KIF1A,TOP2A,RAB8B,MYO6,CEMIP,MTHFS,AURKB,MCM7,NRK,MCM3,ARL15,MOV10,MCM4,DDX3Y,IGF1R,RAB32,KIF11,KIF4A,CDK1,MCM5,SMC4,OPA1,BCR,CDK6,MCM2,HKDC1,KIF2C,MCM6,NEK4,STK26,DUT,RAB2B,HELLS,ALPK2,ATAD1,RAB7A,UBE2C,STK33,RAB31,MCM9,PDE4B,MYO19,RAB3B,ACSF3,SPAG1,RAB9A,SAR1B,CDK2,RAB3D,UBE2S,EXTL2,ADCK1,PYGL,DAPK3,AURKA,SCYL2,UBE2T,TRNT1,PDK3,GPN1,STK25,RAB43,ABCB7,AFG1L,TTF2,ACLY,KIF22,ADK,SMC2,MYH1,ABL2,RAB3A,ATR,UBE2H,RAB2A,MYLK,PANK4,ULK1,NID1,TSR1,TRIO,ATP7B,AKT3,IDH3G,RAB24,APOB,RAB18,NOA1,FSTL1,PDK1,PRPS1,ACSL3"
GO:MF,adenyl nucleotide binding,GO:0030554,5.10E-07,6.292093543,1661,465,78,20212,"ALK,BAG2,ABCA1,KIFC1,KIF1A,TOP2A,MYO6,MTHFS,AURKB,MCM7,NRK,MCM3,MOV10,MCM4,DDX3Y,IGF1R,DYR,KIF11,KIF4A,CDK1,MCM5,SMC4,BCR,CDK6,MCM2,HKDC1,KIF2C,MCM6,NEK4,STK26,CRYM,HELLS,ALPK2,G6PD,ATAD1,UBE2C,STK33,MCM9,PDE4B,MYO19,ACSF3,CDK2,IDH3A,UBE2S,IDH3B,ADCK1,PYGL,DAPK3,AURKA,SCYL2,UBE2T,TRNT1,PDK3,STK25,ABCB7,AFG1L,TTF2,ACLY,KIF22,ADK,SMC2,MYH1,ABL2,ATR,UBE2H,DHCR7,GRHPR,MYLK,PANK4,ULK1,TRIO,ATP7B,AKT3,IDH3G,PDK1,PRPS1,CBR4,ACSL3"
GO:MF,oxidoreductase activity,GO:0016491,5.98E-07,6.223029574,742,465,46,20212,"VAT1L,FADS2,NQO1,CBS,DECR2,ACADM,HIBCH,MSMO1,PIR,AASS,DYR,ACAD8,PRDX3,MOXD1,DHRS4,PDPR,FADS1,SURF1,ACADS,CRYM,EGLN3,G6PD,P4HTM,PECR,TMX3,IDH3A,MGST1,IDH3B,MSRA,P4HA3,ACAD9,LOXL3,MECR,SC5D,HMOX2,ACOX1,ETFA,DHCR7,GRHPR,GPX7,COX15,RSBN1,IDH3G,WWOX,ERO1A,CBR4"
GO:MF,ion binding,GO:0043167,2.26E-06,5.645935683,6146,465,200,20212,"PEG10,SLIT2,ANXA3,ALK,VAT1L,MGMT,NRP2,RAP2A,ABCA1,TRIM9,KIFC1,PDE1C,FAT1,GUF1,KIF1A,CBS,TOP2A,FAT3,CPNE4,PLCB4,LTBP1,RAB8B,MYO6,MATN2,MTHFS,ZEB2,JAG1,AURKB,ACADM,VLDLR,MCM7,UTRN,DSG2,LIMD2,NRK,MSMO1,UHRF1,CETN3,MCM3,ARL15,PIR,MOV10,RNF5,MCM4,DDX3Y,PDP1,IGF1R,TRIM4,DYR,ACAD8,RAB32,MOXD1,KIF11,SNX18,KIF4A,PLS3,NUDT8,CDK1,RTN4,ADA,MCM5,SMC4,OPA1,BMP1,GALT,BCR,CDK6,MCM2,RCN2,ACADS,HKDC1,KIF2C,ERAP2,MCM6,NEK4,STK26,DLK1,SYT1,EGLN3,LDLR,DUT,MACF1,RAB2B,HELLS,VDAC1,STX3,ALPK2,ATAD1,RAB7A,MKRN2,FGD6,P4HTM,UBE2C,FRAS1,CSRP2,STK33,RAB31,GSDMD,MMP15,VDAC2,MCM9,STIM1,PDE4B,MYO19,RAB3B,ACSF3,SPAG1,SYT17,RAB9A,SAR1B,CDK2,RAB3D,IDH3A,UBE2S,WDFY2,EXTL2,WDFY3,IDH3B,SALL1,TES,ARAP3,UHRF2,CBL,FABP5,GSTM3,HTR5A,ADCK1,P4HA3,ACAD9,PYGL,DAPK3,AURKA,LOXL3,SCYL2,UBE2T,TRNT1,SYVN1,SUMF2,PDK3,TRIM2,ZHX2,GPN1,STK25,RAB43,TRIM5,SC5D,PGP,ABCB7,AFG1L,TTF2,CISD1,HMOX2,ACLY,BAZ1A,KIF22,ADK,ACOX1,SMC2,MYH1,ABL2,RAB3A,CSRP1,ETFA,ATR,UBE2H,RAB2A,CHP1,GRHPR,COA6,MYLK,CHMP3,ITSN1,PANK4,ULK1,NID1,MEX3D,TSR1,LETM1,HERC2,TRIO,FAHD1,ATP7B,AKT3,RSBN1,IDH3G,LPP,RAB24,LIMA1,PLCB3,RAB18,ADAM9,ERO1A,NOA1,FSTL1,CALU,PDK1,RNF11,PRPS1,CBR4,ACSL3"
GO:MF,actin binding,GO:0003779,6.78E-06,5.168672618,443,465,32,20212,"TPM1,MYO6,LMOD1,ANLN,UTRN,ENC1,SNTB1,LIMD2,CALD1,MAP1B,FLNB,PLS3,CORO7,NEBL,MACF1,TMOD2,MYO19,SMTN,PALLD,ENAH,INF2,MRTFB,TPM2,PAWR,SYNPO,CAP2,MYH1,ABL2,MYLK,TLN2,CROCC,LIMA1"
GO:MF,pyrophosphatase activity,GO:0016462,1.40E-05,4.854942488,794,465,45,20212,"RAP2A,ABCA1,KIFC1,GUF1,KIF1A,RAB8B,MCM7,MCM3,ARL15,MOV10,MCM4,DDX3Y,RAB32,NUDT8,MCM5,SMC4,OPA1,MCM2,KIF2C,MCM6,DUT,RAB2B,ATAD1,RAB7A,RAB31,MCM9,MYO19,RAB3B,RAB9A,SAR1B,RAB3D,GPN1,RAB43,PGP,ABCB7,AFG1L,KIF22,SMC2,RAB3A,RAB2A,ACYP1,TSR1,ATP7B,RAB24,RAB18"
GO:MF,"hydrolase activity, acting on acid anhydrides",GO:0016817,1.45E-05,4.83880735,795,465,45,20212,"RAP2A,ABCA1,KIFC1,GUF1,KIF1A,RAB8B,MCM7,MCM3,ARL15,MOV10,MCM4,DDX3Y,RAB32,NUDT8,MCM5,SMC4,OPA1,MCM2,KIF2C,MCM6,DUT,RAB2B,ATAD1,RAB7A,RAB31,MCM9,MYO19,RAB3B,RAB9A,SAR1B,RAB3D,GPN1,RAB43,PGP,ABCB7,AFG1L,KIF22,SMC2,RAB3A,RAB2A,ACYP1,TSR1,ATP7B,RAB24,RAB18"
GO:MF,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",GO:0016818,1.45E-05,4.83880735,795,465,45,20212,"RAP2A,ABCA1,KIFC1,GUF1,KIF1A,RAB8B,MCM7,MCM3,ARL15,MOV10,MCM4,DDX3Y,RAB32,NUDT8,MCM5,SMC4,OPA1,MCM2,KIF2C,MCM6,DUT,RAB2B,ATAD1,RAB7A,RAB31,MCM9,MYO19,RAB3B,RAB9A,SAR1B,RAB3D,GPN1,RAB43,PGP,ABCB7,AFG1L,KIF22,SMC2,RAB3A,RAB2A,ACYP1,TSR1,ATP7B,RAB24,RAB18"
GO:MF,microtubule binding,GO:0008017,1.70E-05,4.770482949,278,465,24,20212,"KIFC1,KIF1A,CETN3,NUF2,MAP1B,KIF11,SPC24,MTCL1,KIF4A,OPA1,KIF2C,HAUS8,MACF1,STIM1,HOOK3,SKA3,SPAG5,MAP2,NDRG1,KIF22,CHP1,CENPF,VAPB,SKA2"
