file	sample	sample_name	condition	replicate
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\21_LucyC_MDAMB_B4_100ng.raw	low_drug_468_2	low_drug_468_2	low	2
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\22_LucyC_MDAMB_B5_100ng.raw	control_468_42hr_2	control_468_42hr_2	control	2
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\23_LucyC_MDAMB_B6_100ng.raw	drug_468_42hr_2	drug_468_42hr_2	drug	2
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\27_LucyC_MDAMB_B7_100ng.raw	low_468_42hr_2	low_468_42hr_2	low	2
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\28_LucyC_MDAMB_B8_100ng.raw	low_drug_468_42hr_2	low_drug_468_42hr_2	low	2
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\29_LucyC_MDAMB_B9_100ng.raw	control_231_2	control_231_2	control	2
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\30_LucyC_MDAMB_B10_100ng.raw	drug_231_2	drug_231_2	drug	2
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\31_LucyC_MDAMB_B11_100ng.raw	high_231_2	high_231_2	high	2
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\32_LucyC_MDAMB_B12_100ng.raw	high_drug_231_2	high_drug_231_2	high	2
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\33_LucyC_MDAMB_C1_100ng.raw	control_468_3	control_468_3	control	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\34_LucyC_MDAMB_C2_100ng.raw	drug_468_3	drug_468_3	drug	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\35_LucyC_MDAMB_C3_100ng.raw	low_468_3	low_468_3	low	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\39_LucyC_MDAMB_C4_100ng.raw	low_drug_468_3	low_drug_468_3	low	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\40_LucyC_MDAMB_C5_100ng.raw	control_468_42hr_3	control_468_42hr_3	control	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\41_LucyC_MDAMB_C6_100ng.raw	drug_468_42hr_3	drug_468_42hr_3	drug	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\42_LucyC_MDAMB_C7_100ng.raw	low_468_42hr_3	low_468_42hr_3	low	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\43_LucyC_MDAMB_C8_100ng.raw	low_drug_42hr_3	low_drug_42hr_3	low	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\44_LucyC_MDAMB_C9_100ng.raw	control_231_3	control_231_3	control	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\45_LucyC_MDAMB_C10_100ng.raw	drug_231_3	drug_231_3	drug	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\46_LucyC_MDAMB_C11_100ng.raw	high_231_3	high_231_3	high	3
D:\Data\Lucy\20231106_MDAMB_re-elute_DDA_Exploris\47_LucyC_MDAMB_C12_100ng.raw	high_drug_231_3	high_drug_231_3	high	3
