Category,Term,ID,adj_pval,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,effective_domain_size,Genes
GO:MF,glycosaminoglycan binding,GO:0005539,1,0,247,63,4,20212,"POSTN,SLIT2,ALK,LTBP2"
GO:MF,phospholipid binding,GO:0005543,1,0,483,63,1,20212,RLBP1
GO:MF,beta-catenin binding,GO:0008013,1,0,89,63,1,20212,PTPRU
GO:MF,microtubule binding,GO:0008017,1,0,278,63,1,20212,NEIL2
GO:MF,enzyme activator activity,GO:0008047,1,0,585,63,4,20212,"APH1A,ALK,CDC20,SFRP2"
GO:MF,phosphoric diester hydrolase activity,GO:0008081,1,0,90,63,2,20212,"GDPD2,PLCB4"
GO:MF,growth factor activity,GO:0008083,1,0,162,63,1,20212,PDGFD
GO:MF,cytoskeletal protein binding,GO:0008092,1,0,1002,63,2,20212,"NEIL2,RAB3B"
GO:MF,alcohol dehydrogenase (NADP+) activity,GO:0008106,1,0,23,63,1,20212,RDH10
GO:MF,transcription factor binding,GO:0008134,1,0,600,63,2,20212,"ETS1,CD34"
GO:MF,structural constituent of bone,GO:0008147,1,0,2,63,1,20212,MGP
GO:MF,methyltransferase activity,GO:0008168,1,0,228,63,3,20212,"MGMT,HNMT,KMT5B"
GO:MF,N-methyltransferase activity,GO:0008170,1,0,96,63,2,20212,"HNMT,KMT5B"
GO:MF,S-methyltransferase activity,GO:0008172,1,0,10,63,1,20212,MGMT
GO:MF,ferrous iron binding,GO:0008198,1,0,26,63,1,20212,HEPH
GO:MF,copper ion binding,GO:0005507,1,0,61,63,1,20212,HEPH
GO:MF,tubulin binding,GO:0015631,1,0,389,63,1,20212,NEIL2
GO:MF,linoleoyl-CoA desaturase activity,GO:0016213,1,0,2,63,1,20212,FADS2
GO:MF,"oxidoreductase activity, acting on metal ions, oxygen as acceptor",GO:0016724,1,0,6,63,1,20212,HEPH
GO:MF,transferase activity,GO:0016740,1,0,2350,63,9,20212,"MMAB,ALK,MGMT,HNMT,NRK,TMTC1,RNF5,KMT5B,GSTM5"
GO:MF,"transferase activity, transferring one-carbon groups",GO:0016741,1,0,238,63,3,20212,"MGMT,HNMT,KMT5B"
GO:MF,acyltransferase activity,GO:0016746,1,0,733,63,1,20212,RNF5
GO:MF,aminoacyltransferase activity,GO:0016755,1,0,501,63,1,20212,RNF5
GO:MF,glycosyltransferase activity,GO:0016757,1,0,275,63,1,20212,TMTC1
GO:MF,hexosyltransferase activity,GO:0016758,1,0,198,63,1,20212,TMTC1
GO:MF,"transferase activity, transferring alkyl or aryl (other than methyl) groups",GO:0016765,1,0,60,63,2,20212,"MMAB,GSTM5"
GO:MF,"transferase activity, transferring phosphorus-containing groups",GO:0016772,1,0,959,63,2,20212,"ALK,NRK"
GO:MF,"phosphotransferase activity, alcohol group as acceptor",GO:0016773,1,0,697,63,2,20212,"ALK,NRK"
GO:MF,hydrolase activity,GO:0016787,1,0,2478,63,6,20212,"GDPD2,PLCB4,NEIL2,DDX3Y,PTPRU,RAB3B"
GO:MF,"hydrolase activity, acting on ester bonds",GO:0016788,1,0,768,63,3,20212,"GDPD2,PLCB4,PTPRU"
GO:MF,phosphatase activity,GO:0016791,1,0,281,63,1,20212,PTPRU
GO:MF,"hydrolase activity, acting on glycosyl bonds",GO:0016798,1,0,135,63,1,20212,NEIL2
GO:MF,"hydrolase activity, hydrolyzing N-glycosyl compounds",GO:0016799,1,0,40,63,1,20212,NEIL2
GO:MF,"hydrolase activity, acting on acid anhydrides",GO:0016817,1,0,795,63,2,20212,"DDX3Y,RAB3B"
GO:MF,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",GO:0016818,1,0,795,63,2,20212,"DDX3Y,RAB3B"
GO:MF,"oxidoreductase activity, acting on metal ions",GO:0016722,1,0,16,63,1,20212,HEPH
GO:MF,antioxidant activity,GO:0016209,1,0,82,63,1,20212,CYGB
GO:MF,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water",GO:0016717,1,0,9,63,1,20212,FADS2
GO:MF,"oxidoreductase activity, acting on peroxide as acceptor",GO:0016684,1,0,56,63,1,20212,CYGB
GO:MF,acyl-CoA desaturase activity,GO:0016215,1,0,4,63,1,20212,FADS2
GO:MF,channel regulator activity,GO:0016247,1,0,148,63,3,20212,"PKP2,KCNK2,FXYD6"
GO:MF,channel inhibitor activity,GO:0016248,1,0,39,63,1,20212,KCNK2
GO:MF,lysine N-methyltransferase activity,GO:0016278,1,0,62,63,1,20212,KMT5B
GO:MF,protein-lysine N-methyltransferase activity,GO:0016279,1,0,61,63,1,20212,KMT5B
GO:MF,lipase activity,GO:0016298,1,0,133,63,1,20212,PLCB4
GO:MF,kinase activity,GO:0016301,1,0,787,63,2,20212,"ALK,NRK"
GO:MF,pyrophosphatase activity,GO:0016462,1,0,794,63,2,20212,"DDX3Y,RAB3B"
GO:MF,oxidoreductase activity,GO:0016491,1,0,742,63,6,20212,"HEPH,NQO2,VAT1L,FADS2,CYGB,RDH10"
GO:MF,protein-hormone receptor activity,GO:0016500,1,0,21,63,1,20212,PAX8
GO:MF,peptidase activator activity,GO:0016504,1,0,52,63,2,20212,"APH1A,SFRP2"
GO:MF,"oxidoreductase activity, acting on CH-OH group of donors",GO:0016614,1,0,138,63,1,20212,RDH10
GO:MF,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",GO:0016616,1,0,128,63,1,20212,RDH10
GO:MF,"oxidoreductase activity, acting on NAD(P)H",GO:0016651,1,0,88,63,1,20212,NQO2
GO:MF,"oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor",GO:0016655,1,0,57,63,1,20212,NQO2
GO:MF,"oxidoreductase activity, acting on other nitrogenous compounds as donors",GO:0016661,1,0,10,63,1,20212,NQO2
GO:MF,"oxidoreductase activity, acting on diphenols and related substances as donors",GO:0016679,1,0,8,63,1,20212,NQO2
GO:MF,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",GO:0016705,1,0,178,63,1,20212,FADS2
GO:MF,iron ion binding,GO:0005506,1,0,156,63,2,20212,"HEPH,CYGB"
GO:MF,11-cis retinal binding,GO:0005502,1,0,7,63,1,20212,RLBP1
GO:MF,retinoid binding,GO:0005501,1,0,38,63,1,20212,RLBP1
GO:MF,damaged DNA binding,GO:0003684,1,0,73,63,1,20212,NEIL2
GO:MF,double-stranded DNA binding,GO:0003690,1,0,1637,63,4,20212,"NFIX,ETS1,ARX,PAX8"
GO:MF,DNA-binding transcription factor activity,GO:0003700,1,0,1439,63,4,20212,"NFIX,ETS1,ARX,PAX8"
GO:MF,transcription coregulator activity,GO:0003712,1,0,524,63,2,20212,"LPXN,ETS1"
GO:MF,transcription coactivator activity,GO:0003713,1,0,290,63,1,20212,ETS1
GO:MF,RNA binding,GO:0003723,1,0,3123,63,3,20212,"PEG10,MMAB,DDX3Y"
GO:MF,RNA helicase activity,GO:0003724,1,0,76,63,1,20212,DDX3Y
GO:MF,mRNA binding,GO:0003729,1,0,369,63,1,20212,PEG10
GO:MF,peptidyl-prolyl cis-trans isomerase activity,GO:0003755,1,0,45,63,1,20212,PPIL3
GO:MF,catalytic activity,GO:0003824,1,0,5758,63,23,20212,"GDPD2,MMAB,HEPH,NQO2,ALK,VAT1L,MGMT,FADS2,CYGB,GMDS,PLCB4,NEIL2,HNMT,PPIL3,NRK,TMTC1,RDH10,RNF5,DDX3Y,PTPRU,KMT5B,RAB3B,GSTM5"
GO:MF,DNA-(apurinic or apyrimidinic site) endonuclease activity,GO:0003906,1,0,13,63,1,20212,NEIL2
GO:MF,methylated-DNA-[protein]-cysteine S-methyltransferase activity,GO:0003908,1,0,1,63,1,20212,MGMT
GO:MF,GTPase activity,GO:0003924,1,0,335,63,1,20212,RAB3B
GO:MF,NAD(P)H dehydrogenase (quinone) activity,GO:0003955,1,0,45,63,1,20212,NQO2
GO:MF,aldo-keto reductase (NADP) activity,GO:0004033,1,0,30,63,1,20212,RDH10
GO:MF,catalase activity,GO:0004096,1,0,3,63,1,20212,CYGB
GO:MF,dolichyl-phosphate-mannose-protein mannosyltransferase activity,GO:0004169,1,0,8,63,1,20212,TMTC1
GO:MF,chromatin binding,GO:0003682,1,0,602,63,3,20212,"DPPA4,ARX,KMT5B"
GO:MF,ferroxidase activity,GO:0004322,1,0,6,63,1,20212,HEPH
GO:MF,DNA binding,GO:0003677,1,0,2532,63,8,20212,"PEG10,NFIX,MGMT,NEIL2,ETS1,ARX,DDX3Y,PAX8"
GO:MF,molecular_function,GO:0003674,1,0,20212,63,63,20212,"IL33,DPPA4,SNED1,APH1A,LPXN,CALB1,POSTN,IL18,RTN1,PKP2,SYTL1,EFHD2,PEG10,GDPD2,SLIT2,MMAB,HEPH,NQO2,GFAP,ALK,HHIP,LTBP2,MGP,NFIX,VAT1L,MGMT,FADS2,GPR39,CYGB,GMDS,FAT3,PLCB4,GPC4,ASTN2,APBA1,NEIL2,HNMT,VLDLR,PPIL3,NRK,TMTC1,CDC20,SFRP2,ETS1,RDH10,RLBP1,RNF5,CD34,ARX,DDX3Y,TLCD4,CLGN,DISP2,PAX8,NHSL2,PTPRU,ISLR2,KMT5B,KCNK2,PDGFD,RAB3B,FXYD6,GSTM5"
GO:MF,nucleotide binding,GO:0000166,1,0,2187,63,7,20212,"MMAB,NQO2,ALK,GMDS,NRK,DDX3Y,RAB3B"
GO:MF,transcription cis-regulatory region binding,GO:0000976,1,0,1480,63,4,20212,"NFIX,ETS1,ARX,PAX8"
GO:MF,RNA polymerase II transcription regulatory region sequence-specific DNA binding,GO:0000977,1,0,1383,63,4,20212,"NFIX,ETS1,ARX,PAX8"
GO:MF,RNA polymerase II cis-regulatory region sequence-specific DNA binding,GO:0000978,1,0,1180,63,4,20212,"NFIX,ETS1,ARX,PAX8"
GO:MF,"DNA-binding transcription factor activity, RNA polymerase II-specific",GO:0000981,1,0,1351,63,4,20212,"NFIX,ETS1,ARX,PAX8"
GO:MF,cis-regulatory region sequence-specific DNA binding,GO:0000987,1,0,1203,63,4,20212,"NFIX,ETS1,ARX,PAX8"
GO:MF,transcription regulatory region nucleic acid binding,GO:0001067,1,0,1482,63,4,20212,"NFIX,ETS1,ARX,PAX8"
GO:MF,DNA-binding transcription activator activity,GO:0001216,1,0,479,63,3,20212,"ETS1,ARX,PAX8"
GO:MF,DNA-binding transcription repressor activity,GO:0001217,1,0,332,63,1,20212,ARX
GO:MF,transcription coregulator binding,GO:0001221,1,0,118,63,1,20212,ETS1
GO:MF,transcription corepressor binding,GO:0001222,1,0,49,63,1,20212,ETS1
GO:MF,"DNA-binding transcription repressor activity, RNA polymerase II-specific",GO:0001227,1,0,323,63,1,20212,ARX
GO:MF,"DNA-binding transcription activator activity, RNA polymerase II-specific",GO:0001228,1,0,473,63,3,20212,"ETS1,ARX,PAX8"
GO:MF,dihydronicotinamide riboside quinone reductase activity,GO:0001512,1,0,1,63,1,20212,NQO2
GO:MF,amyloid-beta binding,GO:0001540,1,0,84,63,1,20212,APBA1
GO:MF,fibronectin binding,GO:0001968,1,0,29,63,1,20212,SFRP2
GO:MF,interleukin-33 receptor binding,GO:0002112,1,0,1,63,1,20212,IL33
GO:MF,nucleic acid binding,GO:0003676,1,0,5491,63,9,20212,"PEG10,MMAB,NFIX,MGMT,NEIL2,ETS1,ARX,DDX3Y,PAX8"
GO:MF,glutathione transferase activity,GO:0004364,1,0,25,63,1,20212,GSTM5
GO:MF,helicase activity,GO:0004386,1,0,160,63,1,20212,DDX3Y
GO:MF,phosphatidylinositol phospholipase C activity,GO:0004435,1,0,26,63,1,20212,PLCB4
GO:MF,cytokine activity,GO:0005125,1,0,238,63,2,20212,"IL33,IL18"
GO:MF,cytokine receptor binding,GO:0005126,1,0,278,63,2,20212,"IL33,IL18"
GO:MF,platelet-derived growth factor receptor binding,GO:0005161,1,0,14,63,1,20212,PDGFD
GO:MF,integrin binding,GO:0005178,1,0,158,63,2,20212,"GFAP,SFRP2"
GO:MF,structural molecule activity,GO:0005198,1,0,1100,63,4,20212,"POSTN,GFAP,LTBP2,MGP"
GO:MF,structural constituent of cytoskeleton,GO:0005200,1,0,113,63,1,20212,GFAP
GO:MF,extracellular matrix structural constituent,GO:0005201,1,0,167,63,3,20212,"POSTN,LTBP2,MGP"
GO:MF,transporter activity,GO:0005215,1,0,1239,63,2,20212,"DISP2,KCNK2"
GO:MF,monoatomic ion channel activity,GO:0005216,1,0,444,63,1,20212,KCNK2
GO:MF,voltage-gated monoatomic ion channel activity,GO:0005244,1,0,183,63,1,20212,KCNK2
GO:MF,voltage-gated potassium channel activity,GO:0005249,1,0,100,63,1,20212,KCNK2
GO:MF,monoatomic cation channel activity,GO:0005261,1,0,336,63,1,20212,KCNK2
GO:MF,potassium channel activity,GO:0005267,1,0,124,63,1,20212,KCNK2
GO:MF,oxygen carrier activity,GO:0005344,1,0,15,63,1,20212,CYGB
GO:MF,binding,GO:0005488,1,0,18370,63,60,20212,"IL33,DPPA4,SNED1,APH1A,LPXN,CALB1,POSTN,IL18,RTN1,PKP2,SYTL1,EFHD2,PEG10,GDPD2,SLIT2,MMAB,HEPH,NQO2,GFAP,ALK,HHIP,LTBP2,MGP,NFIX,VAT1L,MGMT,FADS2,GPR39,CYGB,GMDS,FAT3,PLCB4,GPC4,ASTN2,APBA1,NEIL2,VLDLR,PPIL3,NRK,TMTC1,CDC20,SFRP2,ETS1,RDH10,RLBP1,RNF5,CD34,ARX,DDX3Y,TLCD4,CLGN,PAX8,NHSL2,PTPRU,ISLR2,KMT5B,PDGFD,RAB3B,FXYD6,GSTM5"
GO:MF,steroid binding,GO:0005496,1,0,103,63,1,20212,CALB1
GO:MF,vitamin D binding,GO:0005499,1,0,7,63,1,20212,CALB1
GO:MF,Notch binding,GO:0005112,1,0,26,63,1,20212,SNED1
GO:MF,signaling receptor binding,GO:0005102,1,0,1501,63,8,20212,"IL33,SNED1,IL18,SYTL1,SLIT2,GFAP,SFRP2,PDGFD"
GO:MF,GTPase inhibitor activity,GO:0005095,1,0,13,63,1,20212,SLIT2
GO:MF,protein kinase C binding,GO:0005080,1,0,52,63,1,20212,PKP2
GO:MF,peroxidase activity,GO:0004601,1,0,54,63,1,20212,CYGB
GO:MF,phospholipase activity,GO:0004620,1,0,107,63,1,20212,PLCB4
GO:MF,phospholipase C activity,GO:0004629,1,0,29,63,1,20212,PLCB4
GO:MF,protein kinase activity,GO:0004672,1,0,586,63,2,20212,"ALK,NRK"
GO:MF,protein serine/threonine kinase activity,GO:0004674,1,0,434,63,1,20212,NRK
GO:MF,protein tyrosine kinase activity,GO:0004713,1,0,148,63,1,20212,ALK
GO:MF,transmembrane receptor protein tyrosine kinase activity,GO:0004714,1,0,63,63,1,20212,ALK
GO:MF,phosphoprotein phosphatase activity,GO:0004721,1,0,185,63,1,20212,PTPRU
GO:MF,lyase activity,GO:0016829,1,0,202,63,2,20212,"GMDS,NEIL2"
GO:MF,protein tyrosine phosphatase activity,GO:0004725,1,0,100,63,1,20212,PTPRU
GO:MF,stearoyl-CoA 9-desaturase activity,GO:0004768,1,0,3,63,1,20212,FADS2
GO:MF,ubiquitin-protein transferase activity,GO:0004842,1,0,453,63,1,20212,RNF5
GO:MF,enzyme inhibitor activity,GO:0004857,1,0,390,63,1,20212,SLIT2
GO:MF,transmembrane signaling receptor activity,GO:0004888,1,0,1269,63,5,20212,"ALK,GPR39,VLDLR,PAX8,PTPRU"
GO:MF,G protein-coupled receptor activity,GO:0004930,1,0,838,63,2,20212,"GPR39,PAX8"
GO:MF,thyroid-stimulating hormone receptor activity,GO:0004996,1,0,2,63,1,20212,PAX8
GO:MF,transmembrane receptor protein tyrosine phosphatase activity,GO:0005001,1,0,17,63,1,20212,PTPRU
GO:MF,low-density lipoprotein particle receptor activity,GO:0005041,1,0,15,63,1,20212,VLDLR
GO:MF,NAD-retinol dehydrogenase activity,GO:0004745,1,0,20,63,1,20212,RDH10
GO:MF,carbon-oxygen lyase activity,GO:0016835,1,0,76,63,2,20212,"GMDS,NEIL2"
GO:MF,hydro-lyase activity,GO:0016836,1,0,59,63,1,20212,GMDS
GO:MF,isomerase activity,GO:0016853,1,0,172,63,1,20212,PPIL3
GO:MF,unfolded protein binding,GO:0051082,1,0,113,63,1,20212,CLGN
GO:MF,NADP-retinol dehydrogenase activity,GO:0052650,1,0,13,63,1,20212,RDH10
GO:MF,ubiquitin-protein transferase regulator activity,GO:0055106,1,0,29,63,1,20212,CDC20
GO:MF,molecular transducer activity,GO:0060089,1,0,1491,63,6,20212,"ALK,GPR39,GPC4,VLDLR,PAX8,PTPRU"
GO:MF,molecular adaptor activity,GO:0060090,1,0,1136,63,4,20212,"APH1A,LPXN,PKP2,ETS1"
GO:MF,nucleoside-triphosphatase regulator activity,GO:0060589,1,0,492,63,1,20212,SLIT2
GO:MF,peptidase regulator activity,GO:0061134,1,0,227,63,2,20212,"APH1A,SFRP2"
GO:MF,endopeptidase regulator activity,GO:0061135,1,0,184,63,2,20212,"APH1A,SFRP2"
GO:MF,RNA polymerase II-specific DNA-binding transcription factor binding,GO:0061629,1,0,349,63,2,20212,"ETS1,CD34"
GO:MF,ubiquitin protein ligase activity,GO:0061630,1,0,354,63,1,20212,RNF5
GO:MF,ubiquitin-like protein ligase activity,GO:0061659,1,0,372,63,1,20212,RNF5
GO:MF,NADP+ binding,GO:0070401,1,0,3,63,1,20212,GMDS
GO:MF,growth factor receptor binding,GO:0070851,1,0,139,63,1,20212,PDGFD
GO:MF,lipoprotein particle binding,GO:0071813,1,0,28,63,1,20212,VLDLR
GO:MF,protein-lipid complex binding,GO:0071814,1,0,28,63,1,20212,VLDLR
GO:MF,FAD binding,GO:0071949,1,0,40,63,1,20212,NQO2
GO:MF,protein binding involved in heterotypic cell-cell adhesion,GO:0086080,1,0,12,63,1,20212,PKP2
GO:MF,GTPase binding,GO:0051020,1,0,317,63,1,20212,SYTL1
GO:MF,cell adhesive protein binding involved in bundle of His cell-Purkinje myocyte communication,GO:0086083,1,0,5,63,1,20212,PKP2
GO:MF,extracellular matrix binding,GO:0050840,1,0,60,63,2,20212,"SLIT2,LTBP2"
GO:MF,NADP binding,GO:0050661,1,0,52,63,1,20212,GMDS
GO:MF,ubiquitin-like protein conjugating enzyme binding,GO:0044390,1,0,37,63,1,20212,RNF5
GO:MF,protein-containing complex binding,GO:0044877,1,0,1752,63,8,20212,"DPPA4,GFAP,VLDLR,CDC20,SFRP2,RNF5,ARX,KMT5B"
GO:MF,alpha-catenin binding,GO:0045294,1,0,11,63,1,20212,PKP2
GO:MF,cadherin binding,GO:0045296,1,0,335,63,2,20212,"PKP2,EFHD2"
GO:MF,interleukin-18 receptor binding,GO:0045515,1,0,1,63,1,20212,IL18
GO:MF,histamine N-methyltransferase activity,GO:0046539,1,0,1,63,1,20212,HNMT
GO:MF,metal ion transmembrane transporter activity,GO:0046873,1,0,445,63,1,20212,KCNK2
GO:MF,tetrapyrrole binding,GO:0046906,1,0,153,63,2,20212,"MMAB,CYGB"
GO:MF,transition metal ion binding,GO:0046914,1,0,1124,63,9,20212,"CALB1,PEG10,HEPH,NQO2,HHIP,VAT1L,CYGB,NEIL2,RNF5"
GO:MF,protein dimerization activity,GO:0046983,1,0,1113,63,2,20212,"SLIT2,NQO2"
GO:MF,glycerophosphoinositol inositolphosphodiesterase activity,GO:0047394,1,0,1,63,1,20212,GDPD2
GO:MF,fatty acid peroxidase activity,GO:0047888,1,0,1,63,1,20212,CYGB
GO:MF,receptor ligand activity,GO:0048018,1,0,513,63,4,20212,"IL33,IL18,SFRP2,PDGFD"
GO:MF,calcium-dependent protein binding,GO:0048306,1,0,79,63,1,20212,VLDLR
GO:MF,Roundabout binding,GO:0048495,1,0,8,63,1,20212,SLIT2
GO:MF,microfibril binding,GO:0050436,1,0,3,63,1,20212,LTBP2
GO:MF,flavin adenine dinucleotide binding,GO:0050660,1,0,90,63,1,20212,NQO2
GO:MF,cell adhesion molecule binding,GO:0050839,1,0,561,63,5,20212,"POSTN,PKP2,EFHD2,GFAP,SFRP2"
GO:MF,ubiquitin-protein transferase activator activity,GO:0097027,1,0,14,63,1,20212,CDC20
GO:MF,hedgehog family protein binding,GO:0097108,1,0,4,63,1,20212,HHIP
GO:MF,organic cyclic compound binding,GO:0097159,1,0,7546,63,16,20212,"CALB1,PEG10,MMAB,NQO2,ALK,NFIX,MGMT,CYGB,GMDS,NEIL2,NRK,ETS1,ARX,DDX3Y,PAX8,RAB3B"
GO:MF,histone H4K20 monomethyltransferase activity,GO:0140944,1,0,6,63,1,20212,KMT5B
GO:MF,histone modifying activity,GO:0140993,1,0,212,63,1,20212,KMT5B
GO:MF,transporter regulator activity,GO:0141108,1,0,148,63,3,20212,"PKP2,KCNK2,FXYD6"
GO:MF,transporter inhibitor activity,GO:0141110,1,0,39,63,1,20212,KCNK2
GO:MF,nucleoside phosphate binding,GO:1901265,1,0,2188,63,7,20212,"MMAB,NQO2,ALK,GMDS,NRK,DDX3Y,RAB3B"
GO:MF,heterocyclic compound binding,GO:1901363,1,0,2325,63,7,20212,"MMAB,NQO2,ALK,GMDS,NRK,DDX3Y,RAB3B"
GO:MF,phosphatidylinositol phosphate binding,GO:1901981,1,0,180,63,1,20212,RLBP1
GO:MF,phosphatidylinositol bisphosphate binding,GO:1902936,1,0,108,63,1,20212,RLBP1
GO:MF,S-adenosyl-L-methionine binding,GO:1904047,1,0,19,63,1,20212,KMT5B
GO:MF,melatonin binding,GO:1904408,1,0,1,63,1,20212,NQO2
GO:MF,resveratrol binding,GO:1905594,1,0,2,63,1,20212,NQO2
GO:MF,ubiquitin ligase activator activity,GO:1990757,1,0,8,63,1,20212,CDC20
GO:MF,sequence-specific double-stranded DNA binding,GO:1990837,1,0,1541,63,4,20212,"NFIX,ETS1,ARX,PAX8"
GO:MF,histone H4K20me methyltransferase activity,GO:0140941,1,0,4,63,1,20212,KMT5B
GO:MF,histone H4 methyltransferase activity,GO:0140939,1,0,16,63,1,20212,KMT5B
GO:MF,molecular function inhibitor activity,GO:0140678,1,0,497,63,2,20212,"SLIT2,KCNK2"
GO:MF,molecular function activator activity,GO:0140677,1,0,1124,63,7,20212,"IL33,APH1A,IL18,ALK,CDC20,SFRP2,PDGFD"
GO:MF,carbohydrate derivative binding,GO:0097367,1,0,2304,63,8,20212,"POSTN,SLIT2,MMAB,ALK,LTBP2,NRK,DDX3Y,RAB3B"
GO:MF,cell adhesion mediator activity,GO:0098631,1,0,67,63,1,20212,PKP2
GO:MF,cell-cell adhesion mediator activity,GO:0098632,1,0,52,63,1,20212,PKP2
